20,0.00033648,0.00009558,0.00010481
20,0.00028972,0.00009245,0.00009238
20,0.00028700,0.00009253,0.00009237
20,0.00029893,0.00010509,0.00011569
20,0.00033130,0.00009252,0.00009235
20,0.00030246,0.00010358,0.00009231
20,0.00028701,0.00009239,0.00009238
20,0.00028650,0.00009241,0.00009243
20,0.00032514,0.00009250,0.00009235
20,0.00028655,0.00009245,0.00009244
20,0.00028620,0.00009236,0.00009232
20,0.00036931,0.00011655,0.00011616
20,0.00032592,0.00009253,0.00009234
20,0.00031344,0.00009240,0.00009239
20,0.00028605,0.00009246,0.00009247
20,0.00028583,0.00011401,0.00011797
20,0.00028926,0.00009244,0.00009237
20,0.00030087,0.00010600,0.00009530
20,0.00030241,0.00009239,0.00009237
20,0.00031191,0.00009242,0.00009238
20,0.00031443,0.00009253,0.00009236
20,0.00031150,0.00009241,0.00009241
20,0.00031651,0.00009244,0.00009236
20,0.00028634,0.00013059,0.00009524
20,0.00032515,0.00009252,0.00009230
20,0.00028738,0.00009237,0.00009239
20,0.00028603,0.00009244,0.00010397
20,0.00033804,0.00010483,0.00011613
20,0.00032896,0.00009537,0.00009533
20,0.00031213,0.00010440,0.00010634
20,0.00035728,0.00009525,0.00009527
20,0.00035116,0.00010547,0.00010441
20,0.00029648,0.00009530,0.00009537
20,0.00029529,0.00009535,0.00009527
20,0.00029601,0.00009524,0.00009529
20,0.00029524,0.00009540,0.00009519
20,0.00029532,0.00009522,0.00013136
20,0.00030432,0.00009528,0.00009524
20,0.00029647,0.00009535,0.00009523
20,0.00030052,0.00009535,0.00009534
20,0.00029612,0.00009526,0.00009529
20,0.00029600,0.00009534,0.00009520
20,0.00029539,0.00009538,0.00009523
20,0.00032520,0.00009538,0.00009521
20,0.00029673,0.00009529,0.00009540
20,0.00029552,0.00009547,0.00009530
20,0.00029522,0.00009526,0.00010404
20,0.00029684,0.00009538,0.00009526
20,0.00029570,0.00009535,0.00009530
20,0.00029503,0.00009546,0.00009535
20,0.00032544,0.00009539,0.00009528
20,0.00029584,0.00009534,0.00009526
20,0.00029557,0.00009530,0.00009521
20,0.00029493,0.00009528,0.00009518
20,0.00029467,0.00009528,0.00010451
20,0.00029741,0.00009522,0.00009522
20,0.00029500,0.00010944,0.00009512
20,0.00029748,0.00009535,0.00009532
20,0.00031807,0.00009518,0.00009522
20,0.00029647,0.00009533,0.00009511
20,0.00029547,0.00009531,0.00009528
20,0.00029549,0.00009521,0.00009514
20,0.00029526,0.00010420,0.00009530
20,0.00031247,0.00009535,0.00009528
20,0.00029563,0.00009541,0.00009527
20,0.00029501,0.00009538,0.00009505
20,0.00029526,0.00009536,0.00009518
20,0.00029572,0.00009541,0.00009519
20,0.00029527,0.00009527,0.00009526
20,0.00029551,0.00009534,0.00010918
20,0.00029674,0.00011907,0.00009531
20,0.00030106,0.00009531,0.00009518
20,0.00029548,0.00009531,0.00009528
20,0.00029525,0.00009517,0.00009526
20,0.00029592,0.00009526,0.00009518
20,0.00029996,0.00009534,0.00009522
20,0.00030986,0.00009516,0.00009522
20,0.00029633,0.00009530,0.00009529
20,0.00030375,0.00010385,0.00009529
20,0.00029701,0.00009532,0.00009522
20,0.00029567,0.00009530,0.00009520
20,0.00029535,0.00009531,0.00009538
20,0.00029582,0.00009532,0.00009530
20,0.00032488,0.00009529,0.00009523
20,0.00029601,0.00009538,0.00009520
20,0.00029560,0.00009528,0.00009524
20,0.00029605,0.00010436,0.00009531
20,0.00029729,0.00009537,0.00009525
20,0.00029517,0.00009536,0.00009522
20,0.00029564,0.00010938,0.00009520
20,0.00029777,0.00009529,0.00009533
20,0.00029537,0.00009521,0.00009536
20,0.00029503,0.00009526,0.00009524
20,0.00029567,0.00009529,0.00009535
20,0.00030478,0.00009529,0.00009517
20,0.00029882,0.00009526,0.00009527
20,0.00032359,0.00009530,0.00009521
20,0.00029568,0.00009527,0.00009520
20,0.00029507,0.00009538,0.00009522
20,0.00029498,0.00009530,0.00009540
20,0.00029543,0.00009513,0.00009514
20,0.00029504,0.00009539,0.00009525
20,0.00031817,0.00009526,0.00009523
20,0.00032061,0.00009530,0.00009519
20,0.00029576,0.00009546,0.00009532
20,0.00029653,0.00009528,0.00009530
20,0.00029545,0.00009539,0.00009523
20,0.00029518,0.00009528,0.00009523
20,0.00029496,0.00009539,0.00009519
20,0.00029522,0.00011606,0.00009519
20,0.00030851,0.00009512,0.00009527
