# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
212, 54, 4818, 5438, 306, 131404, 13006, 420
213, 46, 5018, 4730, 308, 200946, 11034, 414
214, 48, 4938, 4482, 312, 131292, 10600, 416
215, 54, 7142, 4978, 308, 197730, 14006, 414
216, 56, 4864, 4296, 308, 128360, 10600, 432
217, 50, 4856, 4184, 312, 131488, 10546, 436
218, 50, 5994, 4842, 306, 130706, 11984, 416
219, 52, 4802, 4306, 308, 131310, 10876, 408
220, 52, 4986, 5484, 304, 207778, 13000, 414
221, 54, 5214, 4534, 302, 130476, 11050, 434
222, 44, 4838, 4306, 308, 202766, 10724, 410
223, 52, 7124, 4908, 306, 129768, 13930, 408
224, 50, 4916, 4412, 308, 203330, 10658, 414
225, 48, 4874, 4408, 306, 133158, 10746, 410
226, 48, 5766, 4626, 306, 131506, 12036, 410
227, 48, 4900, 4662, 306, 129170, 10568, 412
228, 52, 4840, 5738, 302, 131936, 12936, 410
229, 50, 5024, 4558, 302, 199446, 11054, 410
230, 50, 4946, 4224, 310, 134542, 10586, 418
231, 50, 7160, 5072, 300, 217452, 14060, 416
232, 50, 4778, 4564, 306, 157530, 10556, 408
233, 54, 4864, 5426, 304, 214750, 10812, 338
234, 42, 4218, 3868, 252, 105326, 9026, 338
235, 40, 3932, 3476, 256, 108024, 8606, 342
236, 44, 6284, 4368, 252, 106918, 11798, 338
237, 40, 4028, 3456, 246, 106864, 9156, 342
238, 42, 4070, 3528, 250, 170282, 8724, 336
239, 40, 4718, 3800, 248, 106516, 9790, 340
240, 42, 3976, 3446, 246, 174326, 8688, 342
241, 42, 4010, 4624, 250, 106860, 10818, 338
242, 42, 4228, 3654, 248, 176798, 9030, 344
243, 40, 4026, 3472, 254, 107676, 8796, 338
244, 40, 5828, 3838, 254, 104518, 11422, 338
245, 44, 4160, 3666, 252, 105628, 8694, 340
246, 40, 4110, 3414, 248, 107634, 8612, 354
247, 40, 4694, 3690, 246, 176914, 9824, 336
248, 40, 4074, 3460, 244, 105136, 8642, 336
249, 44, 3986, 4552, 240, 170140, 10692, 340
250, 44, 4194, 3828, 254, 104848, 9012, 342
251, 38, 4004, 3590, 256, 179590, 8630, 334
252, 46, 5824, 4024, 250, 104982, 11410, 338
253, 42, 3916, 3436, 252, 105560, 8948, 338
