trial,vm,rust,c
698,0.00030260,0.00009603,0.00009572
699,0.00030352,0.00009595,0.00009589
700,0.00030405,0.00009585,0.00009579
701,0.00030240,0.00009598,0.00009585
702,0.00030248,0.00009602,0.00009578
703,0.00030291,0.00009584,0.00009578
704,0.00030255,0.00015031,0.00009586
705,0.00030407,0.00009595,0.00009585
706,0.00030358,0.00009584,0.00009587
707,0.00033473,0.00009898,0.00009883
708,0.00032147,0.00009586,0.00009586
709,0.00030334,0.00009576,0.00009574
710,0.00030317,0.00009589,0.00009568
711,0.00030258,0.00009585,0.00009577
712,0.00030305,0.00009588,0.00009576
713,0.00030329,0.00009592,0.00009580
714,0.00031963,0.00009592,0.00009585
715,0.00030318,0.00009597,0.00009575
716,0.00030338,0.00009585,0.00009582
717,0.00034412,0.00009600,0.00009579
718,0.00030307,0.00009592,0.00009579
719,0.00030299,0.00009587,0.00009574
720,0.00030312,0.00009581,0.00009583
721,0.00030262,0.00010348,0.00009589
722,0.00030463,0.00009586,0.00009573
723,0.00031448,0.00009586,0.00009577
724,0.00030346,0.00009592,0.00009584
725,0.00030300,0.00009584,0.00009575
726,0.00035162,0.00009596,0.00009574
727,0.00030295,0.00009593,0.00009593
728,0.00030266,0.00009587,0.00010349
729,0.00030505,0.00009587,0.00009577
730,0.00030265,0.00009581,0.00009583
731,0.00030236,0.00009593,0.00009580
732,0.00030346,0.00009599,0.00009584
733,0.00030356,0.00009584,0.00009581
734,0.00030265,0.00009589,0.00009582
735,0.00031518,0.00009593,0.00014940
736,0.00032882,0.00009592,0.00009576
737,0.00030347,0.00009590,0.00009583
738,0.00030228,0.00009588,0.00009574
739,0.00030291,0.00009598,0.00009576
740,0.00030392,0.00009586,0.00009577
741,0.00031601,0.00009598,0.00009577
742,0.00032479,0.00010900,0.00009584
743,0.00032453,0.00009584,0.00009582
744,0.00030369,0.00009585,0.00014898
745,0.00031108,0.00009598,0.00009577
746,0.00030278,0.00009595,0.00009587
747,0.00030416,0.00009593,0.00009577
748,0.00030293,0.00009593,0.00009584
749,0.00030377,0.00009588,0.00009582
750,0.00031331,0.00009590,0.00009590
751,0.00030317,0.00009581,0.00009573
752,0.00030352,0.00009598,0.00009590
753,0.00031702,0.00009598,0.00009573
754,0.00030326,0.00009583,0.00009577
755,0.00030324,0.00009587,0.00009582
756,0.00030251,0.00009593,0.00009588
757,0.00030235,0.00010347,0.00009575
758,0.00030335,0.00009589,0.00009583
759,0.00031495,0.00009587,0.00009581
760,0.00033059,0.00009593,0.00009581
761,0.00030309,0.00009591,0.00009579
762,0.00030300,0.00009586,0.00009583
763,0.00032070,0.00010759,0.00009581
764,0.00030345,0.00009595,0.00011648
765,0.00032668,0.00009905,0.00009884
766,0.00031758,0.00009590,0.00009582
767,0.00030287,0.00009592,0.00009583
768,0.00030312,0.00009595,0.00009578
769,0.00030307,0.00009595,0.00009587
770,0.00030260,0.00009580,0.00009569
771,0.00034162,0.00009594,0.00009581
772,0.00031806,0.00009590,0.00009579
773,0.00030310,0.00009589,0.00009571
774,0.00030266,0.00009589,0.00009574
775,0.00042498,0.00010908,0.00009877
776,0.00031125,0.00009591,0.00010875
777,0.00030565,0.00009586,0.00009573
778,0.00030484,0.00009588,0.00009589
779,0.00031345,0.00009586,0.00009580
780,0.00030523,0.00009589,0.00009576
781,0.00030422,0.00009602,0.00011004
782,0.00030425,0.00009584,0.00009571
783,0.00032580,0.00009587,0.00009585
784,0.00030329,0.00009599,0.00009575
785,0.00030329,0.00009582,0.00009576
786,0.00038975,0.00009594,0.00009578
787,0.00030367,0.00009593,0.00009582
788,0.00030347,0.00009603,0.00010884
789,0.00030435,0.00009574,0.00009575
790,0.00030317,0.00009593,0.00009584
791,0.00030345,0.00009583,0.00009582
792,0.00030306,0.00009593,0.00009580
793,0.00031303,0.00009611,0.00009582
794,0.00030325,0.00009591,0.00009567
795,0.00030482,0.00009587,0.00009581
796,0.00030310,0.00009595,0.00009580
797,0.00030287,0.00009604,0.00009597
798,0.00030336,0.00009584,0.00009578
799,0.00030331,0.00009591,0.00009575
800,0.00030371,0.00009597,0.00011133
801,0.00034346,0.00009588,0.00009573
802,0.00030418,0.00009589,0.00009582
803,0.00030317,0.00009589,0.00009573
804,0.00030294,0.00009590,0.00009581
805,0.00030279,0.00009594,0.00009583
806,0.00030327,0.00009583,0.00009586
807,0.00031558,0.00009591,0.00009583
808,0.00031247,0.00009596,0.00009582
809,0.00030324,0.00009592,0.00009582
810,0.00030279,0.00009587,0.00009576
811,0.00030346,0.00009597,0.00009582
812,0.00030345,0.00009598,0.00009579
813,0.00031904,0.00009596,0.00009581
814,0.00030339,0.00009595,0.00009581
815,0.00031268,0.00009577,0.00009572
816,0.00030286,0.00009599,0.00019266
817,0.00030623,0.00009592,0.00009581
818,0.00030462,0.00009604,0.00009580
819,0.00031786,0.00009592,0.00009582
820,0.00030353,0.00009585,0.00009577
821,0.00030266,0.00009606,0.00009579
822,0.00032545,0.00009905,0.00015987
823,0.00032493,0.00009600,0.00009579
824,0.00030356,0.00009598,0.00009573
825,0.00030348,0.00009598,0.00009578
826,0.00031697,0.00009592,0.00009578
827,0.00030260,0.00009597,0.00009585
828,0.00030282,0.00009587,0.00009589
829,0.00030305,0.00011078,0.00009575
830,0.00030418,0.00009601,0.00009578
831,0.00034143,0.00009590,0.00009578
832,0.00030305,0.00009598,0.00009580
833,0.00030272,0.00009597,0.00009590
834,0.00030252,0.00009591,0.00009575
835,0.00030293,0.00009590,0.00009586
836,0.00030284,0.00009599,0.00010361
837,0.00031667,0.00009591,0.00009577
838,0.00030337,0.00009587,0.00009573
839,0.00030350,0.00009590,0.00009586
840,0.00030284,0.00009587,0.00009579
841,0.00030258,0.00009592,0.00009580
842,0.00030305,0.00009592,0.00009577
843,0.00033174,0.00009578,0.00009579
844,0.00031005,0.00009587,0.00009580
845,0.00030271,0.00009594,0.00009576
846,0.00030264,0.00009582,0.00009579
847,0.00030293,0.00009601,0.00009586
848,0.00030266,0.00009582,0.00009582
849,0.00050968,0.00009585,0.00015192
850,0.00030630,0.00009591,0.00009579
851,0.00031183,0.00009598,0.00009578
852,0.00030319,0.00011078,0.00009901
853,0.00030325,0.00009595,0.00009585
854,0.00030342,0.00009584,0.00010850
855,0.00030380,0.00009584,0.00010802
856,0.00031996,0.00009580,0.00009574
857,0.00030396,0.00009592,0.00009587
858,0.00031201,0.00009596,0.00009571
859,0.00032195,0.00010852,0.00009578
860,0.00030325,0.00009599,0.00010843
861,0.00033128,0.00009588,0.00009574
862,0.00031279,0.00009581,0.00009577
863,0.00030280,0.00009595,0.00009592
864,0.00030308,0.00009600,0.00009586
865,0.00032002,0.00009590,0.00010745
866,0.00031739,0.00009594,0.00010870
867,0.00030354,0.00009588,0.00009584
868,0.00030267,0.00009598,0.00009582
869,0.00030327,0.00009587,0.00009587
870,0.00030289,0.00009580,0.00009576
871,0.00030336,0.00009598,0.00009587
872,0.00030272,0.00011732,0.00011267
873,0.00031959,0.00009579,0.00009580
874,0.00032496,0.00009581,0.00009576
875,0.00033250,0.00009600,0.00009573
876,0.00033243,0.00009590,0.00009580
877,0.00033171,0.00009587,0.00009579
878,0.00033565,0.00009588,0.00010859
879,0.00033195,0.00011724,0.00009879
880,0.00031392,0.00009905,0.00010917
881,0.00033162,0.00009589,0.00009580
882,0.00033058,0.00009591,0.00009590
883,0.00033025,0.00009595,0.00009577
884,0.00034256,0.00009589,0.00009583
885,0.00032383,0.00009914,0.00009874
886,0.00031265,0.00010624,0.00009893
887,0.00031404,0.00009886,0.00009883
888,0.00031315,0.00009898,0.00009897
889,0.00031338,0.00009888,0.00029905
890,0.00033019,0.00009899,0.00009896
891,0.00031362,0.00009917,0.00009879
892,0.00031270,0.00009910,0.00009904
893,0.00032909,0.00009909,0.00009875
894,0.00031229,0.00009914,0.00009886
895,0.00031289,0.00009898,0.00009892
896,0.00034670,0.00009588,0.00009591
897,0.00033550,0.00010660,0.00009878
898,0.00031397,0.00009907,0.00009886
899,0.00031257,0.00009902,0.00009887
900,0.00032215,0.00009885,0.00009879
901,0.00031315,0.00011310,0.00009888
902,0.00031373,0.00009911,0.00009897
903,0.00031991,0.00009896,0.00009883
904,0.00040114,0.00009897,0.00009889
905,0.00031358,0.00009892,0.00009894
906,0.00031266,0.00009912,0.00009884
907,0.00036245,0.00009899,0.00009884
908,0.00031315,0.00009891,0.00009875
909,0.00031269,0.00009914,0.00009889
910,0.00031275,0.00009909,0.00009888
911,0.00031280,0.00009901,0.00009883
912,0.00031364,0.00009898,0.00009887
913,0.00034231,0.00009894,0.00009893
914,0.00032848,0.00009909,0.00009895
915,0.00031258,0.00009901,0.00009890
916,0.00031245,0.00009903,0.00009883
917,0.00031150,0.00009921,0.00009887
918,0.00031264,0.00009893,0.00009884
919,0.00034785,0.00009904,0.00009890
920,0.00031238,0.00011155,0.00011580
921,0.00032251,0.00009909,0.00009898
922,0.00031351,0.00009911,0.00009892
923,0.00032000,0.00009897,0.00009888
924,0.00031263,0.00009904,0.00009884
925,0.00032573,0.00009880,0.00009894
926,0.00031285,0.00009897,0.00009881
927,0.00031303,0.00009893,0.00009893
928,0.00032064,0.00009901,0.00009888
929,0.00031248,0.00009897,0.00009897
930,0.00031276,0.00009903,0.00009883
931,0.00031703,0.00009899,0.00009876
932,0.00038683,0.00009893,0.00009880
933,0.00031284,0.00009885,0.00009881
934,0.00031273,0.00009895,0.00009894
935,0.00032358,0.00009904,0.00009892
936,0.00034330,0.00009892,0.00009879
937,0.00031382,0.00009893,0.00009878
938,0.00031272,0.00009912,0.00009891
939,0.00031268,0.00009892,0.00009894
940,0.00031256,0.00009894,0.00011279
941,0.00031286,0.00009891,0.00009886
942,0.00035209,0.00009903,0.00009891
943,0.00031738,0.00009904,0.00009886
944,0.00031430,0.00009883,0.00009883
945,0.00031451,0.00009895,0.00009895
946,0.00031373,0.00009898,0.00009895
947,0.00031381,0.00009903,0.00009895
948,0.00032701,0.00009900,0.00009894
949,0.00032451,0.00009895,0.00009886
950,0.00031464,0.00009894,0.00009885
951,0.00031456,0.00015290,0.00009891
952,0.00031652,0.00009915,0.00009893
953,0.00031268,0.00009901,0.00015204
954,0.00031452,0.00009900,0.00009885
955,0.00031300,0.00009897,0.00009884
956,0.00031375,0.00009890,0.00009890
957,0.00031309,0.00009907,0.00009882
958,0.00031855,0.00009897,0.00009884
959,0.00031271,0.00011198,0.00009888
960,0.00031355,0.00009906,0.00009891
961,0.00031277,0.00009896,0.00009886
962,0.00031301,0.00009910,0.00009884
963,0.00032161,0.00009902,0.00009887
964,0.00031306,0.00009898,0.00009894
965,0.00031309,0.00011200,0.00009888
966,0.00031375,0.00009895,0.00009886
967,0.00031355,0.00009897,0.00009888
968,0.00031262,0.00009898,0.00009886
969,0.00031295,0.00009896,0.00009881
970,0.00032307,0.00009900,0.00009893
971,0.00032630,0.00009913,0.00009889
972,0.00031307,0.00009904,0.00015980
973,0.00031568,0.00009905,0.00009890
974,0.00031298,0.00009894,0.00009895
975,0.00039841,0.00009909,0.00009887
976,0.00031447,0.00009902,0.00009882
977,0.00033075,0.00009896,0.00009883
978,0.00031293,0.00009896,0.00009889
979,0.00031250,0.00009895,0.00009884
980,0.00031188,0.00009907,0.00009888
981,0.00031259,0.00009895,0.00009888
982,0.00036400,0.00009899,0.00009886
983,0.00032624,0.00009898,0.00009885
984,0.00031437,0.00009906,0.00009896
985,0.00031331,0.00009901,0.00009884
986,0.00031290,0.00009900,0.00009882
987,0.00031302,0.00009890,0.00009890
988,0.00031286,0.00009902,0.00011195
989,0.00031327,0.00009900,0.00009887
990,0.00031935,0.00009576,0.00009580
991,0.00045734,0.00009909,0.00009883
992,0.00031871,0.00009594,0.00009573
993,0.00031904,0.00009596,0.00009578
994,0.00036048,0.00009906,0.00009885
995,0.00031340,0.00009587,0.00009588
996,0.00031718,0.00009594,0.00009585
997,0.00031718,0.00009606,0.00013916
998,0.00036825,0.00009892,0.00009878
999,0.00031295,0.00009904,0.00009891
