# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
427, 50, 218, 2678, 248, 24816, 970, 1022
428, 48, 222, 2686, 252, 24820, 966, 1022
429, 48, 220, 2692, 246, 24864, 964, 1024
430, 50, 220, 2674, 244, 24890, 970, 1020
431, 48, 222, 2690, 248, 24820, 964, 1016
432, 52, 218, 2686, 244, 24862, 964, 1022
433, 48, 222, 2670, 244, 24812, 972, 1020
434, 50, 222, 2692, 248, 24872, 964, 1016
435, 48, 220, 2682, 246, 24764, 968, 1020
436, 48, 220, 2686, 246, 24812, 972, 1020
437, 52, 220, 2692, 244, 24768, 964, 1016
438, 48, 220, 2684, 246, 24824, 964, 1022
439, 50, 216, 2698, 244, 24862, 970, 1026
440, 50, 220, 2674, 244, 24812, 972, 1016
441, 48, 222, 2686, 244, 24864, 972, 1020
442, 50, 220, 2688, 246, 24812, 964, 1026
443, 50, 218, 2676, 248, 24808, 966, 1028
444, 50, 222, 2684, 248, 24750, 970, 1016
445, 50, 222, 2682, 248, 24752, 970, 1016
446, 48, 220, 2668, 246, 24812, 972, 1024
447, 50, 216, 2686, 244, 24840, 968, 1024
448, 50, 218, 2686, 244, 24806, 974, 1022
449, 50, 220, 2718, 250, 24860, 968, 1026
450, 50, 222, 2688, 244, 24820, 962, 1024
451, 48, 222, 2686, 244, 24864, 966, 1018
452, 50, 220, 2718, 246, 24810, 968, 1020
453, 50, 220, 2684, 246, 24804, 968, 1016
454, 50, 218, 2690, 244, 24824, 970, 1028
455, 50, 218, 2694, 244, 24872, 972, 1020
456, 48, 222, 2682, 248, 24812, 966, 1018
457, 50, 220, 2692, 250, 24804, 966, 1024
458, 50, 220, 2684, 244, 24822, 964, 1020
459, 48, 222, 2718, 246, 24846, 964, 1024
460, 52, 216, 2690, 248, 24764, 970, 1022
461, 50, 220, 2688, 252, 24812, 968, 1022
462, 50, 218, 2718, 246, 24776, 964, 1022
463, 50, 216, 2690, 248, 24842, 968, 1016
464, 52, 218, 2690, 248, 24840, 968, 1016
465, 48, 220, 2716, 248, 24772, 968, 1024
466, 50, 218, 2682, 246, 24798, 966, 1026
467, 52, 218, 2696, 248, 24866, 966, 1024
468, 48, 220, 2716, 252, 24818, 962, 1020
469, 48, 220, 2682, 244, 24834, 966, 1014
