# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
255, 38, 2926, 3762, 266, 87780, 6992, 190
256, 76, 2888, 3800, 266, 138586, 7220, 190
257, 76, 2888, 3838, 228, 87856, 7030, 190
258, 76, 2888, 3838, 228, 138662, 7030, 190
259, 76, 2888, 3800, 266, 87932, 7030, 190
260, 38, 2888, 3762, 266, 136002, 6992, 190
261, 76, 2888, 3800, 266, 87894, 7068, 152
262, 76, 2888, 3762, 266, 87780, 7030, 190
263, 38, 2964, 3876, 228, 87666, 7030, 190
264, 76, 2888, 3838, 228, 87894, 6992, 190
265, 76, 2888, 3800, 228, 132392, 7068, 190
266, 76, 2888, 3876, 266, 87742, 7030, 190
267, 76, 2888, 3800, 228, 139118, 7030, 190
268, 38, 2888, 3838, 266, 87818, 7030, 190
269, 38, 2888, 3800, 266, 136040, 7068, 190
270, 76, 2888, 3876, 266, 87894, 7030, 190
271, 38, 2888, 3800, 228, 87818, 7030, 190
272, 76, 2964, 3838, 266, 87818, 7030, 152
273, 76, 2888, 3762, 266, 87894, 7030, 190
274, 76, 2888, 3800, 228, 144134, 6992, 190
275, 76, 2888, 3800, 266, 87856, 7030, 190
276, 76, 2888, 3800, 228, 139954, 7030, 190
277, 38, 2888, 3876, 228, 87894, 7030, 190
278, 76, 2888, 3762, 266, 150442, 6992, 190
279, 38, 2888, 3838, 228, 87856, 7030, 152
280, 38, 2888, 3876, 228, 87932, 7068, 190
281, 76, 2926, 3800, 228, 87742, 6954, 190
282, 38, 2888, 3800, 266, 87742, 7030, 190
283, 38, 2888, 3800, 228, 134634, 7030, 190
284, 38, 2888, 3762, 228, 87780, 7068, 152
285, 38, 2888, 3762, 266, 142956, 7030, 190
286, 76, 2888, 3838, 266, 87780, 7030, 190
287, 38, 2926, 3762, 266, 134292, 6992, 190
288, 76, 2888, 3876, 228, 87932, 7068, 190
289, 38, 2888, 3762, 266, 87818, 7068, 152
290, 38, 3002, 3800, 228, 87742, 6992, 190
291, 38, 2926, 3762, 266, 87818, 7068, 190
292, 76, 2888, 3800, 228, 141854, 7030, 190
293, 76, 2888, 3838, 228, 87742, 7030, 190
294, 76, 2888, 3800, 266, 137104, 7030, 190
295, 76, 2888, 3876, 228, 87856, 7030, 190
296, 76, 2888, 3762, 228, 146946, 7030, 190
297, 76, 2888, 3838, 228, 87628, 7068, 190
298, 38, 2888, 3800, 228, 87780, 8854, 228
299, 76, 3686, 4788, 342, 99446, 7030, 190
300, 76, 2926, 3800, 266, 88274, 7106, 190
301, 38, 2926, 3800, 228, 142120, 7068, 152
302, 38, 2926, 3838, 228, 88198, 7068, 190
303, 38, 2926, 3838, 228, 141094, 7068, 190
304, 38, 2926, 3838, 266, 88236, 7068, 190
305, 38, 2888, 3800, 266, 139840, 7068, 190
306, 76, 2888, 3838, 266, 88350, 7068, 190
307, 38, 2926, 3800, 266, 88312, 7068, 190
308, 76, 2964, 3800, 266, 88160, 7068, 190
309, 38, 2926, 3800, 228, 88312, 7106, 152
310, 76, 2888, 3800, 266, 135508, 7068, 190
311, 38, 2926, 3800, 228, 88236, 7068, 190
312, 76, 2888, 3800, 266, 146870, 7258, 152
313, 38, 2926, 3838, 266, 88236, 7068, 190
