# trial, bytes, microseconds
0, 4096, 464.782013
1, 4096, 290.864990
2, 4096, 270.755005
3, 4096, 277.075012
4, 4096, 308.894989
5, 4096, 316.204987
6, 4096, 335.123993
7, 4096, 299.964996
8, 4096, 293.975006
9, 4096, 284.904999
10, 4096, 284.015015
11, 4096, 271.335999
12, 4096, 274.434998
13, 4096, 282.795013
14, 4096, 281.904999
15, 4096, 258.196014
16, 4096, 261.334991
17, 4096, 248.326004
18, 4096, 252.565994
19, 4096, 246.464996
20, 4096, 260.946014
21, 4096, 265.494995
22, 4096, 286.915009
23, 4096, 255.785004
24, 4096, 261.436005
25, 4096, 258.225006
26, 4096, 240.595993
27, 4096, 266.375000
28, 4096, 274.674988
29, 4096, 257.316010
30, 4096, 249.975998
31, 4096, 247.804993
32, 4096, 331.625000
33, 4096, 248.774994
34, 4096, 334.554993
35, 4096, 270.265991
36, 4096, 260.084991
37, 4096, 270.026001
38, 4096, 275.945007
39, 4096, 264.654999
40, 4096, 257.615997
41, 4096, 256.925995
42, 4096, 247.445007
43, 4096, 989.021973
44, 4096, 2443.606934
45, 4096, 267.394989
46, 4096, 259.556000
47, 4096, 272.714996
48, 4096, 264.114990
49, 4096, 263.505005
50, 4096, 252.686005
51, 4096, 282.954987
52, 4096, 305.303986
53, 4096, 272.505005
54, 4096, 256.964996
55, 4096, 889.104980
56, 4096, 390.412994
57, 4096, 267.485992
58, 4096, 1334.557007
59, 4096, 315.394989
60, 4096, 269.565002
61, 4096, 278.825012
62, 4096, 276.684998
63, 4096, 268.515015
64, 4096, 281.404999
65, 4096, 254.095001
66, 4096, 294.135010
67, 4096, 244.166000
68, 4096, 238.755997
69, 4096, 243.285995
70, 4096, 239.996002
71, 4096, 1315.866943
72, 4096, 293.075012
73, 4096, 274.415009
74, 4096, 253.266006
75, 4096, 277.364990
76, 4096, 246.296005
77, 4096, 238.106003
78, 4096, 240.684998
79, 4096, 237.306000
80, 4096, 232.925995
81, 4096, 241.815994
82, 4096, 244.085007
83, 4096, 1355.987061
84, 4096, 351.674011
85, 4096, 302.845001
86, 4096, 233.365997
87, 4096, 231.266006
88, 4096, 261.834991
89, 4096, 1571.482056
90, 4096, 270.825012
91, 4096, 395.833008
92, 4096, 319.184998
93, 4096, 314.375000
94, 4096, 310.324005
95, 4096, 295.774994
96, 4096, 273.096008
97, 4096, 279.345001
98, 4096, 254.626007
99, 4096, 236.835007
0, 8192, 247.216003
1, 8192, 251.975006
2, 8192, 275.265015
3, 8192, 258.365997
4, 8192, 247.556000
5, 8192, 238.725998
6, 8192, 239.505997
7, 8192, 272.614990
8, 8192, 245.485001
9, 8192, 241.255997
10, 8192, 320.114990
11, 8192, 305.845001
12, 8192, 323.743988
13, 8192, 249.386002
14, 8192, 1340.306030
15, 8192, 381.303009
16, 8192, 271.915009
17, 8192, 232.016006
18, 8192, 224.856003
19, 8192, 259.045013
20, 8192, 242.516006
21, 8192, 233.005997
22, 8192, 233.266006
23, 8192, 232.175995
24, 8192, 238.475998
25, 8192, 398.752991
26, 8192, 302.545013
27, 8192, 870.405029
28, 8192, 327.973999
29, 8192, 279.385010
30, 8192, 257.096008
31, 8192, 244.156006
32, 8192, 280.795013
33, 8192, 290.944000
34, 8192, 253.895996
35, 8192, 251.794998
36, 8192, 320.565002
37, 8192, 246.824997
38, 8192, 240.785995
39, 8192, 237.996002
40, 8192, 245.815994
41, 8192, 1052.411011
42, 8192, 254.315994
43, 8192, 231.755997
44, 8192, 270.665009
45, 8192, 251.895996
46, 8192, 245.235992
47, 8192, 246.794998
48, 8192, 263.654999
49, 8192, 233.056000
50, 8192, 238.936005
51, 8192, 256.066010
52, 8192, 252.945007
53, 8192, 241.776001
54, 8192, 250.246002
55, 8192, 234.854996
56, 8192, 234.406006
57, 8192, 224.856003
58, 8192, 243.585999
59, 8192, 257.994995
60, 8192, 241.666000
61, 8192, 269.424988
62, 8192, 236.376007
63, 8192, 236.285004
64, 8192, 240.485992
65, 8192, 255.645004
66, 8192, 877.025024
67, 8192, 242.746002
68, 8192, 240.356003
69, 8192, 236.835999
70, 8192, 233.645996
71, 8192, 249.376007
72, 8192, 315.884003
73, 8192, 249.735992
74, 8192, 243.705994
75, 8192, 241.326004
76, 8192, 237.225998
77, 8192, 876.145020
78, 8192, 236.056000
79, 8192, 1126.181030
80, 8192, 316.713989
81, 8192, 246.235992
82, 8192, 283.644989
83, 8192, 281.135010
84, 8192, 292.515015
85, 8192, 263.924988
86, 8192, 243.354996
87, 8192, 258.105988
88, 8192, 262.744995
89, 8192, 265.445007
90, 8192, 260.096008
91, 8192, 956.934021
92, 8192, 290.975006
93, 8192, 238.835999
94, 8192, 244.615997
95, 8192, 235.975006
96, 8192, 345.924011
97, 8192, 274.735992
98, 8192, 244.205994
99, 8192, 285.644989
0, 16384, 1010.283020
1, 16384, 1548.483032
2, 16384, 289.244995
3, 16384, 297.725006
4, 16384, 271.274994
5, 16384, 252.324997
6, 16384, 241.796005
7, 16384, 253.014999
8, 16384, 245.526001
9, 16384, 237.716003
10, 16384, 247.324997
11, 16384, 245.085999
12, 16384, 248.556000
13, 16384, 242.016006
14, 16384, 280.105011
15, 16384, 270.524994
16, 16384, 285.355988
17, 16384, 277.325989
18, 16384, 236.606003
19, 16384, 286.665009
20, 16384, 242.604996
21, 16384, 244.156006
22, 16384, 1711.540039
23, 16384, 269.605988
24, 16384, 247.216003
25, 16384, 2768.562012
26, 16384, 243.686005
27, 16384, 249.826004
28, 16384, 235.595993
29, 16384, 1197.168945
30, 16384, 248.175995
31, 16384, 250.095993
32, 16384, 255.985001
33, 16384, 248.175995
34, 16384, 247.945999
35, 16384, 262.174988
36, 16384, 243.895996
37, 16384, 236.035995
38, 16384, 240.266006
39, 16384, 422.971985
40, 16384, 232.985992
41, 16384, 235.076004
42, 16384, 227.796005
43, 16384, 234.175995
44, 16384, 243.175995
45, 16384, 235.684998
46, 16384, 288.015015
47, 16384, 261.026001
48, 16384, 227.955994
49, 16384, 242.186005
50, 16384, 238.735001
51, 16384, 263.376007
52, 16384, 235.955994
53, 16384, 229.186005
54, 16384, 228.425995
55, 16384, 253.406006
56, 16384, 257.684998
57, 16384, 235.966003
58, 16384, 237.136002
59, 16384, 247.675995
60, 16384, 244.824997
61, 16384, 242.145996
62, 16384, 237.675003
63, 16384, 234.705994
64, 16384, 235.186005
65, 16384, 245.895996
66, 16384, 244.494995
67, 16384, 246.626007
68, 16384, 243.126007
69, 16384, 269.734985
70, 16384, 238.056000
71, 16384, 239.774994
72, 16384, 250.395996
73, 16384, 250.735992
74, 16384, 255.115997
75, 16384, 247.016006
76, 16384, 367.093994
77, 16384, 258.135010
78, 16384, 241.225998
79, 16384, 285.505005
80, 16384, 281.285004
81, 16384, 335.153992
82, 16384, 268.454987
83, 16384, 286.325012
84, 16384, 1232.909058
85, 16384, 293.714996
86, 16384, 253.455002
87, 16384, 258.115997
88, 16384, 286.035004
89, 16384, 287.665985
90, 16384, 2845.612061
91, 16384, 342.473999
92, 16384, 316.313995
93, 16384, 262.434998
94, 16384, 244.746002
95, 16384, 244.625000
96, 16384, 254.156006
97, 16384, 253.175003
98, 16384, 1096.201050
99, 16384, 1266.777954
0, 32768, 258.216003
1, 32768, 336.354004
2, 32768, 2904.688965
3, 32768, 310.135010
4, 32768, 373.983002
5, 32768, 290.885010
6, 32768, 280.285004
7, 32768, 273.135010
8, 32768, 280.855011
9, 32768, 327.644012
10, 32768, 300.135010
11, 32768, 281.084991
12, 32768, 286.815002
13, 32768, 297.924011
14, 32768, 266.385010
15, 32768, 239.686005
16, 32768, 270.955994
17, 32768, 267.996002
18, 32768, 275.404999
19, 32768, 273.454987
20, 32768, 241.306000
21, 32768, 276.744995
22, 32768, 269.165009
23, 32768, 251.656006
24, 32768, 273.885010
25, 32768, 263.626007
26, 32768, 249.326004
27, 32768, 350.794006
28, 32768, 285.554993
29, 32768, 273.255005
30, 32768, 275.304993
31, 32768, 306.225006
32, 32768, 259.875000
33, 32768, 1157.780029
34, 32768, 353.563995
35, 32768, 262.615997
36, 32768, 255.695007
37, 32768, 283.214996
38, 32768, 251.725998
39, 32768, 266.755005
40, 32768, 253.764999
41, 32768, 243.675995
42, 32768, 245.875000
43, 32768, 244.496002
44, 32768, 260.875000
45, 32768, 249.826004
46, 32768, 249.576004
47, 32768, 257.084991
48, 32768, 244.406006
49, 32768, 245.455994
50, 32768, 248.684998
51, 32768, 266.306000
52, 32768, 250.514999
53, 32768, 246.955994
54, 32768, 273.494995
55, 32768, 258.315002
56, 32768, 242.136002
57, 32768, 266.035004
58, 32768, 356.114014
59, 32768, 307.355011
60, 32768, 304.505005
61, 32768, 1018.543030
62, 32768, 381.803986
63, 32768, 306.944000
64, 32768, 291.364990
65, 32768, 296.154999
66, 32768, 265.424988
67, 32768, 266.216003
68, 32768, 237.815994
69, 32768, 251.735001
70, 32768, 257.346008
71, 32768, 241.035995
72, 32768, 249.404999
73, 32768, 247.235992
74, 32768, 257.045013
75, 32768, 252.535004
76, 32768, 243.005997
77, 32768, 257.406006
78, 32768, 249.585999
79, 32768, 240.294998
80, 32768, 260.234985
81, 32768, 262.045990
82, 32768, 1257.128052
83, 32768, 260.644989
84, 32768, 253.354996
85, 32768, 238.496002
86, 32768, 236.966003
87, 32768, 233.345993
88, 32768, 232.216003
89, 32768, 283.994995
90, 32768, 246.205002
91, 32768, 289.375000
92, 32768, 251.076004
93, 32768, 243.945999
94, 32768, 238.955994
95, 32768, 261.394989
96, 32768, 249.835999
97, 32768, 232.804993
98, 32768, 230.815994
99, 32768, 241.626007
0, 65536, 253.744995
1, 65536, 249.235992
2, 65536, 248.294998
3, 65536, 245.106003
4, 65536, 245.485992
5, 65536, 253.526001
6, 65536, 272.095001
7, 65536, 263.895996
8, 65536, 243.585999
9, 65536, 246.154999
10, 65536, 242.466003
11, 65536, 248.436005
12, 65536, 257.485992
13, 65536, 243.485001
14, 65536, 240.085999
15, 65536, 297.234985
16, 65536, 253.656006
17, 65536, 276.644989
18, 65536, 257.526001
19, 65536, 388.493011
20, 65536, 358.553986
21, 65536, 306.933990
22, 65536, 304.445007
23, 65536, 290.654999
24, 65536, 316.815002
25, 65536, 277.295013
26, 65536, 250.496002
27, 65536, 278.065002
28, 65536, 284.285004
29, 65536, 284.346008
30, 65536, 259.056000
31, 65536, 252.216003
32, 65536, 306.364990
33, 65536, 273.875000
34, 65536, 254.845001
35, 65536, 291.984985
36, 65536, 286.035004
37, 65536, 278.894989
38, 65536, 2344.849121
39, 65536, 268.135010
40, 65536, 252.725998
41, 65536, 250.774994
42, 65536, 252.806000
43, 65536, 280.674988
44, 65536, 273.994995
45, 65536, 323.605011
46, 65536, 310.903992
47, 65536, 344.364014
48, 65536, 281.075012
49, 65536, 326.873993
50, 65536, 251.714996
51, 65536, 254.235992
52, 65536, 328.154999
53, 65536, 259.285004
54, 65536, 252.865997
55, 65536, 291.944000
56, 65536, 280.825012
57, 65536, 310.345001
58, 65536, 257.825012
59, 65536, 1379.066040
60, 65536, 311.825012
61, 65536, 260.936005
62, 65536, 243.904999
63, 65536, 243.576004
64, 65536, 279.246002
65, 65536, 330.984985
66, 65536, 285.575012
67, 65536, 2066.154053
68, 65536, 265.466003
69, 65536, 258.815002
70, 65536, 247.296005
71, 65536, 244.005005
