# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
452, 32, 144, 1732, 162, 16156, 588, 636
453, 34, 146, 1734, 162, 16120, 588, 636
454, 34, 144, 1730, 164, 16178, 588, 640
455, 32, 144, 1732, 162, 16178, 588, 638
456, 32, 144, 1728, 162, 16166, 590, 642
457, 34, 144, 1734, 162, 16144, 588, 638
458, 32, 144, 1732, 162, 16182, 586, 640
459, 34, 142, 1734, 162, 16186, 590, 644
460, 32, 144, 1736, 162, 16176, 588, 640
461, 32, 144, 1732, 162, 16152, 586, 640
462, 34, 146, 1732, 162, 16192, 588, 636
463, 32, 144, 1764, 162, 16198, 588, 636
464, 32, 146, 1732, 162, 16178, 590, 636
465, 32, 144, 1732, 162, 16254, 586, 638
466, 32, 144, 1730, 162, 16144, 586, 638
467, 32, 144, 1738, 162, 16216, 590, 638
468, 34, 144, 1734, 162, 16148, 586, 640
469, 32, 144, 1728, 162, 16258, 590, 640
470, 32, 144, 1760, 162, 16284, 590, 646
471, 34, 144, 1728, 164, 16234, 592, 638
472, 34, 144, 1730, 162, 16214, 590, 644
473, 32, 144, 1732, 164, 16238, 588, 642
474, 34, 144, 1732, 162, 16252, 588, 638
475, 32, 144, 1762, 162, 16210, 588, 640
476, 32, 144, 1738, 162, 16260, 590, 642
477, 32, 144, 1732, 162, 16194, 590, 644
478, 32, 146, 1734, 162, 16180, 588, 636
479, 34, 144, 1732, 164, 16172, 590, 640
480, 34, 144, 1728, 162, 16226, 590, 638
481, 34, 144, 1734, 162, 16198, 588, 638
482, 32, 144, 1728, 162, 16168, 588, 638
483, 32, 144, 1732, 162, 16252, 590, 642
484, 32, 146, 1732, 162, 16136, 588, 638
485, 34, 144, 1734, 162, 16236, 586, 638
486, 32, 144, 1734, 160, 16126, 588, 648
487, 34, 144, 1738, 162, 16126, 588, 638
488, 32, 144, 1730, 164, 16170, 588, 638
489, 34, 144, 1732, 162, 16254, 592, 644
490, 32, 146, 1730, 162, 16180, 590, 636
491, 34, 144, 1732, 162, 16166, 586, 640
492, 34, 144, 1816, 162, 16276, 588, 648
493, 34, 144, 1734, 162, 16222, 588, 638
494, 34, 144, 1732, 162, 16232, 590, 638
495, 32, 144, 1738, 160, 16194, 588, 634
496, 32, 144, 1734, 162, 16242, 590, 638
497, 32, 144, 1732, 162, 16162, 590, 636
498, 34, 144, 1734, 162, 16138, 588, 636
499, 32, 144, 1728, 164, 16164, 590, 638
500, 34, 144, 1734, 162, 16166, 590, 642
501, 32, 146, 1734, 162, 16222, 590, 638
502, 34, 144, 1732, 162, 16150, 588, 638
503, 32, 146, 1732, 160, 16126, 588, 644
504, 32, 146, 1732, 162, 16230, 590, 640
505, 34, 144, 1728, 162, 16144, 588, 636
506, 32, 144, 1734, 162, 16194, 590, 646
507, 34, 144, 1734, 162, 16162, 588, 640
508, 32, 146, 1734, 162, 16174, 586, 638
509, 32, 144, 1736, 162, 16268, 592, 644
510, 32, 146, 1732, 160, 16188, 586, 638
511, 34, 144, 1732, 162, 16180, 588, 636
512, 32, 144, 1738, 160, 16132, 592, 638
513, 32, 144, 1730, 164, 16170, 590, 640
514, 32, 144, 1736, 162, 16150, 586, 636
515, 32, 144, 1736, 162, 16210, 588, 636
516, 32, 144, 1732, 162, 16230, 588, 638
517, 32, 146, 1732, 162, 16230, 592, 638
518, 34, 144, 1730, 164, 16244, 586, 638
519, 32, 144, 1730, 162, 16226, 590, 642
520, 32, 146, 1732, 162, 16132, 586, 640
521, 32, 144, 1734, 162, 16164, 586, 638
522, 32, 144, 1728, 162, 16228, 590, 634
523, 34, 144, 1728, 164, 16136, 588, 640
524, 32, 144, 1730, 162, 16162, 586, 640
525, 34, 144, 1728, 162, 16184, 590, 642
526, 34, 144, 1732, 162, 16146, 586, 642
527, 32, 144, 1736, 162, 16186, 590, 640
528, 32, 144, 1736, 162, 16192, 590, 642
529, 32, 144, 1734, 162, 16176, 588, 638
530, 32, 144, 1738, 160, 16240, 588, 646
531, 32, 146, 1732, 162, 16148, 586, 642
532, 34, 144, 1732, 162, 16220, 588, 636
533, 32, 146, 1734, 162, 16170, 586, 636
534, 32, 144, 1732, 162, 16276, 590, 638
535, 32, 144, 1732, 162, 16204, 586, 644
536, 32, 146, 1736, 160, 16162, 590, 636
