n,latency,throughput,is_vm
15,0.001769258,1115156.749326554,false
15,0.001975107,998933.2223520043,false
15,0.002696544,731677.287668957,false
15,0.008536442,231126.73875134395,false
15,0.003982012,495478.16530939634,false
15,0.001948582,1012531.1636872352,false
15,0.001828151,1079232.5141632173,false
15,0.002252619,875869.3769341375,false
15,0.001986192,993358.1446305292,false
15,0.002882976,684362.2700986757,false
15,0.001694926,1164062.61984299,false
15,0.001872019,1053942.294389106,false
15,0.001817725,1085422.7124565046,false
15,0.00173869,1134762.3785723734,false
15,0.001656144,1191321.527596634,false
15,0.001530288,1289299.79193459,false
15,0.001729971,1140481.5456444067,false
15,0.001443855,1366480.7061650928,false
15,0.002019596,976928.0588791027,false
15,0.001871303,1054345.554942198,false
15,0.001643942,1200163.9960533888,false
15,0.001982377,995269.8200190982,false
15,0.005682801,347187.9448180571,false
15,0.001654573,1192452.6751010683,false
15,0.027845161,70856.11751356008,false
15,0.001492604,1321850.9397000142,false
15,0.001484977,1328640.1068838104,false
15,0.01054996,187014.92707081352,false
15,0.007807047,252720.3947920385,false
15,0.008308503,237467.56786391002,false
15,0.001837532,1073722.7977526379,false
15,0.011790782,167334.1089674968,false
15,0.002011827,980700.626843163,false
15,0.00182444,1081427.7257679068,false
15,0.001567886,1258382.3058564207,false
15,0.001621916,1216462.5048399547,false
15,0.018744161,105259.44586156725,false
15,0.001619921,1217960.628944251,false
15,0.002106868,936461.135676274,false
15,0.00143387,1375996.429243934,false
15,0.001719356,1147522.6770953776,false
15,0.001943681,1015084.2653707063,false
15,0.001668022,1182838.116044033,false
15,0.001635622,1206268.930107323,false
15,0.001857751,1062036.8391673588,false
15,0.004241747,465138.53843711095,false
15,0.008337213,236649.82530732994,false
15,0.001901923,1037371.123857275,false
15,0.002315548,852066.1199854203,false
15,0.00172467,1143986.965622409,false
15,0.001665476,1184646.3113248104,false
15,0.001633725,1207669.5894351865,false
15,0.008367225,235800.99734380274,false
15,0.007516978,262472.49892177415,false
15,0.009193127,214616.85452621288,false
15,0.001758079,1122247.6350607679,false
15,0.009134583,215992.34469707045,false
15,0.001718668,1147982.041906872,false
15,0.001967242,1002926.9403560924,false
15,0.001969262,1001898.1730211623,false
15,0.00168702,1169517.8480397386,false
15,0.00175648,1123269.265804336,false
15,0.001559968,1264769.5337340254,false
15,0.002537308,777595.7826168522,false
15,0.001755938,1123615.981885465,false
15,0.001991725,990598.601714594,false
15,0.00209444,942017.9140963695,false
15,0.001758749,1121820.1119090898,false
15,0.001878863,1050103.1741005066,false
15,0.002179426,905284.2353904194,false
15,0.001964874,1004135.6341424437,false
15,0.001732158,1139041.588584875,false
15,0.001858393,1061669.948175655,false
15,0.001941318,1016319.8404383002,false
15,0.001897912,1039563.4781802318,false
15,0.00197346,999766.9068539521,false
15,0.001977439,997755.1772772763,false
15,0.001947362,1013165.5028700365,false
15,0.001815057,1087018.2038360229,false
15,0.001576038,1251873.36853553,false
15,0.001793915,1099829.1446361728,false
15,0.001906827,1034703.2006574272,false
15,0.001757783,1122436.614758477,false
15,0.020654586,95523.58009015529,false
15,0.001715921,1149819.834363004,false
15,0.001568924,1257549.7602178308,false
15,0.001852631,1064971.923712817,false
15,0.001900466,1038166.4286548668,false
15,0.001764473,1118180.8959389008,false
15,0.001782882,1106635.2119770125,false
15,0.001645358,1199131.1313404136,false
15,0.001698501,1161612.5042022348,false
15,0.001901206,1037762.346636819,false
15,0.001874848,1052351.9773336293,false
15,0.002197041,898026.0268242605,false
15,0.002201987,896008.9228501349,false
15,0.009621403,205063.6482018267,false
15,0.001880142,1049388.822759132,false
15,0.002734343,721562.7300598351,false
15,0.001707984,1155163.0460238503,false
