n,latency,throughput,is_vm
5,0.053195656,73922.57841953528,true
5,0.039711781,119765.26009022315,true
5,0.031852794,104660.89868825006,true
5,0.047751614,140554.72263868066,true
5,0.031815027,157750.27080463152,true
5,0.028034676,142042.76434158444,true
5,0.031624057,132144.61907111143,true
5,0.031924953,135227.72348635102,true
5,0.031776723,169527.92124862966,true
5,0.027843408,147308.67058835083,true
5,0.019811759,163144.55695376484,true
5,0.039747628,144021.660857793,true
5,0.027862919,159310.08114193467,true
5,0.047631083,171268.0687812564,true
5,0.031928199,158227.84810126582,true
5,0.043692531,171636.4967846763,true
5,0.067808629,154787.57984459327,true
5,0.031866914,121869.97286361938,true
5,0.043854933,132782.1399169669,true
5,0.047741942,124059.21759986767,true
5,0.047737514,154292.41498487935,true
5,0.015884528,68953.78717183744,true
5,0.067432141,97049.68944099378,true
5,0.063805331,97776.56100279641,true
5,0.047721641,157096.02756511632,true
5,0.055715401,79482.41054254693,true
5,0.043742963,89678.0557797507,true
5,0.047667296,109486.65357692898,true
5,0.047794515,68525.69256633287,true
5,0.043749758,109619.47426500142,true
5,0.027809784,69891.29573802878,true
5,0.059512141,64162.613728232835,true
5,0.047706947,128286.26652754734,true
5,0.047704195,86669.63269409664,true
5,0.047753636,168255.7487380819,true
5,0.027937762,173735.7826217888,true
5,0.027769852,100394.8865537782,true
5,0.03164356,77893.75292101574,true
5,0.043755284,96614.6235894265,true
5,0.047592655,116801.50751812372,true
5,0.055744241,78285.24010083139,true
5,0.04377342,175814.90207109955,true
5,0.047722392,73732.90011158245,true
5,0.047691887,72223.37244630192,true
5,0.047677865,110381.7737615165,true
5,0.039758419,93469.59122632103,true
5,0.059690617,75792.792610708,true
5,0.047712665,99268.7204261937,true
5,0.059789678,142490.73810202337,true
5,0.04778333,76893.89667510791,true
5,0.043781853,110254.39363758644,true
5,0.04770618,109057.59695220369,true
5,0.04374684,90922.86710107591,true
5,0.055717251,104204.29599577625,true
5,0.039709323,100028.67488680089,true
5,0.023913996,73425.3924587227,true
5,0.023674925,78976.88083441707,true
5,0.023679168,97920.81470117831,true
5,0.047605355,65732.6783437118,true
5,0.023831109,150826.52938100792,true
5,0.039644884,77575.5068266446,true
5,0.039701315,84472.7772396549,true
5,0.055722796,92382.16654656986,true
5,0.043817918,86851.79609514325,true
5,0.039728121,76445.58603186252,true
5,0.023774559,78198.71858366481,true
5,0.02372242,145210.94309667178,true
5,0.023773143,93421.2738924908,true
5,0.02373099,86249.52562760905,true
5,0.039592341,80073.8815013319,true
5,0.023844128,109721.3078779899,true
5,0.051612286,93899.65257128548,true
5,0.039801309,83690.87936796648,true
5,0.027754536,165709.23552806012,true
5,0.023886094,82233.68620721794,true
5,0.02363284,87406.47507167331,true
5,0.059538606,91925.84648383637,true
5,0.023926368,63405.64394771993,true
5,0.023617458,61381.57652441146,true
5,0.023650303,87379.4891212536,true
5,0.04763693,100259.33748629788,true
5,0.051587884,66652.15130927043,true
5,0.023874894,76449.87181904825,true
5,0.039548251,106857.39524413353,true
5,0.027737321,73580.26871514134,true
5,0.023739574,76266.0158633313,true
5,0.035544969,104403.0235115609,true
5,0.055751236,79696.09223494408,true
5,0.043789651,82958.63682367971,true
5,0.023782328,74258.16097189081,true
5,0.035542328,67362.14337358595,true
5,0.039670403,65285.23117500359,true
5,0.023811876,75591.88445528489,true
5,0.039558204,86645.10166358596,true
5,0.055717011,71804.34751389414,true
5,0.023841642,88422.54185333647,true
5,0.047657355,92448.7833740108,true
5,0.023830839,82313.55978708227,true
5,0.043535677,64031.691418472714,true
5,0.0238271,108263.38315854812,true
