n,latency,throughput,is_vm
10,0.425720559,179013.54434681294,true
10,0.17211949,557383.7602934925,true
10,0.185947702,509864.58342335175,true
10,0.156181908,515031.94943957543,true
10,0.18531149,81985.81691687008,true
10,0.161336102,454116.29482153483,true
10,0.172466311,463124.0727706594,true
10,0.15919704,328804.3781138889,true
10,0.158826064,379376.49366098316,true
10,0.159167862,393570.35014419793,true
10,0.105888429,418932.9281281509,true
10,0.172248265,408871.35336417967,true
10,0.178909456,408209.3906609994,true
10,0.156483844,458506.46053735923,true
10,0.157856167,467829.45633988205,true
10,0.209781925,361267.9894109699,true
10,0.199253099,433131.3684993588,true
10,0.258515074,368423.79143466725,true
10,0.128432911,387027.3674267272,true
10,0.141026821,556813.8920347301,true
10,0.22810614,347130.29153060925,true
10,0.225722732,353442.9738731759,true
10,0.159097132,394074.1928158271,true
10,0.159743841,417734.6040017559,true
10,0.264881652,524388.5096700797,true
10,0.212835816,498052.81048105715,true
10,0.146719052,372824.6628780379,true
10,0.211681355,450123.9748235743,true
10,0.159737939,449708.83258635935,true
10,0.225340316,440777.6612885151,true
10,0.19880386,374239.6275364249,true
10,0.159818426,450227.02125224157,true
10,0.145347744,420730.3593797912,true
10,0.278498863,409882.56980161223,true
10,0.159946529,350402.76521233027,true
10,0.199114305,394803.757996449,true
10,0.120146128,446573.8701302634,true
10,0.154818439,433592.91749241215,true
10,0.149479161,397759.9597296131,true
10,0.185499186,419032.1068555547,true
10,0.172601381,440356.5644226727,true
10,0.159421732,451405.0939917217,true
10,0.171712911,23091.337852103763,true
10,0.112658942,288692.5489594835,true
10,0.184527879,473311.3880859234,true
10,0.160058227,81945.05144482551,true
10,0.210340863,187083.62003633863,true
10,0.132026464,441269.9599865375,true
10,0.211742318,455630.1210122711,true
10,0.093578703,592486.4682115946,true
10,0.172236487,360810.66205698764,true
10,0.211854155,382489.3356786917,true
10,0.239503372,461646.8010745677,true
10,0.159353373,429612.69323469227,true
10,0.172135812,495906.6686839141,true
10,0.225920403,499942.0971017481,true
10,0.159702334,46631.44455784697,true
10,0.170438996,398371.4036852731,true
10,0.18407733,548356.0162709933,true
10,0.132921811,482312.4839910404,true
10,0.158600928,537355.3011466615,true
10,0.092929085,423578.7377832234,true
10,0.145627779,405528.0112173172,true
10,0.14842247,425480.76923076925,true
10,0.236033995,515450.4075552799,true
10,0.146465003,76859.87879587927,true
10,0.209875744,535887.8329241007,true
10,0.186231031,496307.13841080776,true
10,0.172340888,424564.28191068314,true
10,0.185650294,147176.08995535658,true
10,0.145725065,560964.4785882711,true
10,0.185504785,137490.57179765427,true
10,0.210897585,483404.47845572757,true
10,0.199519932,125959.82095202852,true
10,0.172107573,424120.7282416482,true
10,0.198471444,348934.8615497439,true
10,0.198971446,392469.0293154409,true
10,0.212194655,390653.4506617934,true
10,0.092898584,462392.10850801476,true
10,0.131326329,346860.90877558105,true
10,0.159086167,396776.4713794147,true
10,0.132683142,469598.16193442605,true
10,0.132679877,351081.111637843,true
10,0.211521497,415079.826651408,true
10,0.159402842,270463.1337356154,true
10,0.159521658,379183.876330357,true
10,0.238444835,398506.83765686984,true
10,0.146653632,424269.15443397226,true
10,0.158408687,424936.31957131845,true
10,0.185205189,442910.7997667837,true
10,0.159469918,448547.5422382269,true
10,0.161708719,422037.5112662556,true
10,0.129395864,457730.99899144017,true
10,0.159757331,443240.21115262486,true
10,0.145665102,270038.5377031773,true
10,0.144897041,35154.4322291068,true
10,0.207898658,452523.39315845986,true
10,0.264927922,483652.8083286653,true
10,0.17306447,425371.3588091525,true
10,0.146352028,439192.8776314353,true
