n,latency,throughput,is_vm
15,0.319703571,720498.9811494388,true
15,0.258396761,723787.8204815446,true
15,0.290110386,704572.6515107958,true
15,0.221690653,709278.7537400704,true
15,0.173854182,732116.5775980491,true
15,0.293854243,584368.1952056336,true
15,0.301205885,661237.12673868,true
15,0.323365959,774194.8648082328,true
15,0.302637395,619004.0842347535,true
15,0.317429545,701333.3153230842,true
15,0.363321006,806342.1898831642,true
15,0.357946614,666065.3061334724,true
15,0.305645243,662647.3449940906,true
15,0.277547715,737960.1778285793,true
15,0.305861423,649237.6147148241,true
15,0.251910837,636641.5785355307,true
15,0.318776453,766585.1255288,true
15,0.287461256,711191.4060106307,true
15,0.266536923,740633.408610417,true
15,0.321831028,747765.1373170429,true
15,0.360101646,619053.2219476801,true
15,0.218900314,515306.40228375024,true
15,0.288856863,625703.8375339214,true
15,0.379782149,639885.7351534672,true
15,0.24588826,633652.0970576446,true
15,0.249624607,690149.9545788284,true
15,0.265843295,614573.7776663329,true
15,0.282978933,719621.7845890787,true
15,0.318588546,783492.414459148,true
15,0.318283793,729632.2402039568,true
15,0.381887078,726177.6555172204,true
15,0.351204506,704074.819636586,true
15,0.258349967,795851.4077252041,true
15,0.354024194,744721.9295884854,true
15,0.323328493,690398.9407117722,true
15,0.322284048,802915.0741302635,true
15,0.302185559,769175.8902148585,true
15,0.334004501,772779.3658117395,true
15,0.210167403,706489.0644588019,true
15,0.233771151,763775.7387197912,true
15,0.293900657,618983.4992112902,true
15,0.291440519,701820.7856337676,true
15,0.33120017,734695.8534183092,true
15,0.335364409,668478.4137037736,true
15,0.27440841,579704.3537177911,true
15,0.327095309,529921.9217928712,true
15,0.253968329,702839.3212417422,true
15,0.246022844,735565.7798246199,true
15,0.265845123,674652.8512717019,true
15,0.294199274,802295.3862119052,true
15,0.290048526,763304.1436234316,true
15,0.317945906,638192.4371770222,true
15,0.265350524,666681.0838281348,true
15,0.313544672,674521.3821226876,true
15,0.333938928,663880.3655951823,true
15,0.33565498,498035.3728803206,true
15,0.241872269,745925.8573137973,true
15,0.286558593,673803.1285912119,true
15,0.234994262,632783.5097836092,true
15,0.274190886,732477.5263420896,true
15,0.27169511,668590.5447132211,true
15,0.222210639,747037.7850424331,true
15,0.281734796,739681.0186528583,true
15,0.303923413,760620.1540824446,true
15,0.285948212,728266.5226620818,true
15,0.301804536,718937.1245211489,true
15,0.253877368,738896.2395686614,true
15,0.265882436,668891.5588800863,true
15,0.239539732,690236.1496227665,true
15,0.282659548,497133.35721992346,true
15,0.284932444,727545.2005432436,true
15,0.211913078,669528.9339660546,true
15,0.232651831,762275.8086189325,true
15,0.315537968,562275.3427870447,true
15,0.309785299,710029.9558507476,true
15,0.321738196,713123.1650090378,true
15,0.283147098,620693.603867239,true
15,0.354121794,703106.318727039,true
15,0.281734204,702701.8941252981,true
15,0.251652407,806352.7353871556,true
15,0.338543121,649249.7923585307,true
15,0.333905943,621056.0344895426,true
15,0.281462437,626034.9964033924,true
15,0.342886509,693215.935182729,true
15,0.266335622,691870.6773424451,true
15,0.317805481,762579.567428383,true
15,0.314551588,485445.73169441475,true
15,0.262084226,750923.335028271,true
15,0.310080549,791399.1399300377,true
15,0.249981786,774033.2822541983,true
15,0.302048949,721341.9226522569,true
15,0.361805852,717026.1549190793,true
15,0.327598768,483565.86814166105,true
15,0.265805311,515498.93399105384,true
15,0.274466491,448518.46825373545,true
15,0.296898896,717467.0685161051,true
15,0.259140568,621536.1488007313,true
15,0.20216137,700382.5302658968,true
15,0.299319955,639820.7853224528,true
15,0.338032004,702284.6854953475,true
