n,latency,throughput,is_vm
5,0.000202915,73922.57841953528,false
5,0.000125245,119765.26009022315,false
5,0.00014332,104660.89868825006,false
5,0.00010672,140554.72263868066,false
5,0.000095087,157750.27080463152,false
5,0.000105602,142042.76434158444,false
5,0.000113512,132144.61907111143,false
5,0.000110924,135227.72348635102,false
5,0.000088481,169527.92124862966,false
5,0.000101827,147308.67058835083,false
5,0.000091943,163144.55695376484,false
5,0.000104151,144021.660857793,false
5,0.000094156,159310.08114193467,false
5,0.000087582,171268.0687812564,false
5,0.0000948,158227.84810126582,false
5,0.000087394,171636.4967846763,false
5,0.000096907,154787.57984459327,false
5,0.000123082,121869.97286361938,false
5,0.000112967,132782.1399169669,false
5,0.00012091,124059.21759986767,false
5,0.000097218,154292.41498487935,false
5,0.000217537,68953.78717183744,false
5,0.00015456,97049.68944099378,false
5,0.000153411,97776.56100279641,false
5,0.000095483,157096.02756511632,false
5,0.000188721,79482.41054254693,false
5,0.000167265,89678.0557797507,false
5,0.000137003,109486.65357692898,false
5,0.000218896,68525.69256633287,false
5,0.000136837,109619.47426500142,false
5,0.000214619,69891.29573802878,false
5,0.000233781,64162.613728232835,false
5,0.000116926,128286.26652754734,false
5,0.000173071,86669.63269409664,false
5,0.00008915,168255.7487380819,false
5,0.000086338,173735.7826217888,false
5,0.00014941,100394.8865537782,false
5,0.00019257,77893.75292101574,false
5,0.000155256,96614.6235894265,false
5,0.000128423,116801.50751812372,false
5,0.000191607,78285.24010083139,false
5,0.000085317,175814.90207109955,false
5,0.000203437,73732.90011158245,false
5,0.000207689,72223.37244630192,false
5,0.000135892,110381.7737615165,false
5,0.00016048,93469.59122632103,false
5,0.000197908,75792.792610708,false
5,0.000151105,99268.7204261937,false
5,0.00010527,142490.73810202337,false
5,0.000195074,76893.89667510791,false
5,0.000136049,110254.39363758644,false
5,0.000137542,109057.59695220369,false
5,0.000164975,90922.86710107591,false
5,0.000143948,104204.29599577625,false
5,0.000149957,100028.67488680089,false
5,0.000204289,73425.3924587227,false
5,0.000189929,78976.88083441707,false
5,0.000153185,97920.81470117831,false
5,0.000228197,65732.6783437118,false
5,0.000099452,150826.52938100792,false
5,0.00019336,77575.5068266446,false
5,0.000177572,84472.7772396549,false
5,0.000162369,92382.16654656986,false
5,0.000172708,86851.79609514325,false
5,0.000196218,76445.58603186252,false
5,0.000191819,78198.71858366481,false
5,0.000103298,145210.94309667178,false
5,0.000160563,93421.2738924908,false
5,0.000173914,86249.52562760905,false
5,0.000187327,80073.8815013319,false
5,0.00013671,109721.3078779899,false
5,0.000159745,93899.65257128548,false
5,0.000179231,83690.87936796648,false
5,0.00009052,165709.23552806012,false
5,0.000182407,82233.68620721794,false
5,0.000171612,87406.47507167331,false
5,0.000163175,91925.84648383637,false
5,0.000236572,63405.64394771993,false
5,0.000244373,61381.57652441146,false
5,0.000171665,87379.4891212536,false
5,0.000149612,100259.33748629788,false
5,0.000225049,66652.15130927043,false
5,0.000196207,76449.87181904825,false
5,0.000140374,106857.39524413353,false
5,0.000203859,73580.26871514134,false
5,0.00019668,76266.0158633313,false
5,0.000143674,104403.0235115609,false
5,0.000188215,79696.09223494408,false
5,0.000180813,82958.63682367971,false
5,0.000201998,74258.16097189081,false
5,0.000222677,67362.14337358595,false
5,0.000229761,65285.23117500359,false
5,0.000198434,75591.88445528489,false
5,0.00017312,86645.10166358596,false
5,0.000208901,71804.34751389414,false
5,0.00016964,88422.54185333647,false
5,0.000162252,92448.7833740108,false
5,0.00018223,82313.55978708227,false
5,0.000234259,64031.691418472714,false
5,0.000138551,108263.38315854812,false
