n,latency,throughput,is_vm
15,0.00273838,720498.9811494388,false
15,0.002725937,723787.8204815446,false
15,0.002800279,704572.6515107958,false
15,0.002781699,709278.7537400704,false
15,0.002694926,732116.5775980491,false
15,0.003376296,584368.1952056336,false
15,0.002983801,661237.12673868,false
15,0.002548454,774194.8648082328,false
15,0.003187378,619004.0842347535,false
15,0.002813213,701333.3153230842,false
15,0.002446852,806342.1898831642,false
15,0.002962172,666065.3061334724,false
15,0.002977451,662647.3449940906,false
15,0.002673586,737960.1778285793,false
15,0.003038949,649237.6147148241,false
15,0.003099075,636641.5785355307,false
15,0.002573752,766585.1255288,false
15,0.002774218,711191.4060106307,false
15,0.002663936,740633.408610417,false
15,0.002638529,747765.1373170429,false
15,0.003187125,619053.2219476801,false
15,0.00382879,515306.40228375024,false
15,0.003153249,625703.8375339214,false
15,0.003083363,639885.7351534672,false
15,0.003113696,633652.0970576446,false
15,0.002858799,690149.9545788284,false
15,0.003210355,614573.7776663329,false
15,0.002741718,719621.7845890787,false
15,0.002518212,783492.414459148,false
15,0.002704102,729632.2402039568,false
15,0.002716966,726177.6555172204,false
15,0.002802259,704074.819636586,false
15,0.002479106,795851.4077252041,false
15,0.002649311,744721.9295884854,false
15,0.002857768,690398.9407117722,false
15,0.002457296,802915.0741302635,false
15,0.002565083,769175.8902148585,false
15,0.002553122,772779.3658117395,false
15,0.002792683,706489.0644588019,false
15,0.002583219,763775.7387197912,false
15,0.003187484,618983.4992112902,false
15,0.002811259,701820.7856337676,false
15,0.002685465,734695.8534183092,false
15,0.002951479,668478.4137037736,false
15,0.003403459,579704.3537177911,false
15,0.00372319,529921.9217928712,false
15,0.002807185,702839.3212417422,false
15,0.002682289,735565.7798246199,false
15,0.002924467,674652.8512717019,false
15,0.002459194,802295.3862119052,false
15,0.002584815,763304.1436234316,false
15,0.003091544,638192.4371770222,false
15,0.002959436,666681.0838281348,false
15,0.002925037,674521.3821226876,false
15,0.002971921,663880.3655951823,false
15,0.003961566,498035.3728803206,false
15,0.002645035,745925.8573137973,false
15,0.002928155,673803.1285912119,false
15,0.00311797,632783.5097836092,false
15,0.002693598,732477.5263420896,false
15,0.002950984,668590.5447132211,false
15,0.002641098,747037.7850424331,false
15,0.002667366,739681.0186528583,false
15,0.002593936,760620.1540824446,false
15,0.002709173,728266.5226620818,false
15,0.002744329,718937.1245211489,false
15,0.002670199,738896.2395686614,false
15,0.002949656,668891.5588800863,false
15,0.002858442,690236.1496227665,false
15,0.003968754,497133.35721992346,false
15,0.002711859,727545.2005432436,false
15,0.002946848,669528.9339660546,false
15,0.002588302,762275.8086189325,false
15,0.003508957,562275.3427870447,false
15,0.002778756,710029.9558507476,false
15,0.002766703,713123.1650090378,false
15,0.003178702,620693.603867239,false
15,0.002806119,703106.318727039,false
15,0.002807734,702701.8941252981,false
15,0.00244682,806352.7353871556,false
15,0.003038892,649249.7923585307,false
15,0.003176847,621056.0344895426,false
15,0.003151581,626034.9964033924,false
15,0.002846155,693215.935182729,false
15,0.002851689,691870.6773424451,false
15,0.002587271,762579.567428383,false
15,0.004064306,485445.73169441475,false
15,0.002627432,750923.335028271,false
15,0.002493053,791399.1399300377,false
15,0.002548986,774033.2822541983,false
15,0.00273518,721341.9226522569,false
15,0.002751643,717026.1549190793,false
15,0.004080106,483565.86814166105,false
15,0.00382736,515498.93399105384,false
15,0.004398927,448518.46825373545,false
15,0.002749952,717467.0685161051,false
15,0.003174393,621536.1488007313,false
15,0.002817032,700382.5302658968,false
15,0.003083676,639820.7853224528,false
15,0.002809402,702284.6854953475,false
