# n, latency
15, 2703.43
15, 123.64
15, 44.42
15, 49.24
15, 47.91
15, 43.30
15, 41.76
15, 40.98
15, 41.45
15, 40.79
15, 40.17
15, 50.39
15, 48.33
15, 44.99
15, 44.17
15, 42.56
15, 42.34
15, 41.98
15, 42.15
15, 50.78
15, 51.35
15, 45.75
15, 45.07
15, 43.44
15, 44.32
15, 43.05
15, 44.89
15, 55.09
15, 53.94
15, 49.48
15, 46.08
15, 44.13
15, 43.68
15, 45.36
15, 43.79
15, 55.13
15, 53.04
15, 46.72
15, 43.58
15, 45.38
15, 44.72
15, 45.01
15, 43.60
15, 52.81
15, 54.43
15, 46.05
15, 45.13
15, 43.53
15, 43.22
15, 43.06
15, 43.30
15, 42.98
15, 41.20
15, 42.41
15, 42.35
15, 43.75
15, 52.32
15, 34.74
15, 13.44
15, 11.55
15, 11.40
15, 11.54
15, 11.76
15, 17.76
15, 17.15
15, 14.15
15, 12.50
15, 11.55
15, 11.45
15, 11.65
15, 11.06
15, 11.26
15, 13.37
15, 14.30
15, 12.62
15, 12.75
15, 11.64
15, 11.43
15, 11.19
15, 11.27
15, 13.42
15, 13.64
15, 12.77
15, 11.98
15, 11.50
15, 11.28
15, 11.26
15, 11.05
15, 13.48
15, 13.77
15, 12.60
15, 11.73
15, 11.52
15, 11.34
15, 11.03
15, 11.36
15, 13.53
15, 23.01
15, 12.40
15, 14.64
15, 13.67
15, 11.96
15, 11.08
15, 10.92
15, 11.27
15, 11.71
15, 11.04
15, 13.41
15, 13.89
15, 12.72
15, 11.80
15, 11.37
15, 11.41
15, 11.11
15, 11.13
15, 13.07
15, 14.06
15, 12.70
15, 12.25
15, 11.35
15, 11.38
15, 10.97
15, 11.41
15, 13.30
15, 13.51
15, 12.38
15, 11.90
15, 11.77
15, 11.69
15, 11.41
15, 29.39
15, 13.19
15, 13.17
15, 12.17
15, 11.54
15, 11.27
15, 10.87
15, 10.80
15, 10.92
15, 13.08
15, 13.32
15, 11.67
15, 11.45
15, 11.19
15, 10.91
15, 10.84
15, 10.91
15, 13.15
15, 13.38
15, 12.06
15, 11.36
15, 11.37
15, 11.03
15, 11.11
15, 10.78
15, 13.34
15, 13.98
15, 12.12
15, 11.60
15, 11.28
15, 11.42
15, 11.11
15, 10.83
15, 13.07
15, 13.29
15, 12.56
15, 11.51
15, 11.70
15, 10.94
15, 11.15
15, 11.26
15, 13.46
15, 13.52
15, 13.26
15, 12.26
15, 11.22
15, 11.18
15, 11.14
15, 11.06
15, 13.17
15, 13.21
15, 12.57
15, 12.16
15, 11.33
15, 11.24
15, 10.88
15, 11.22
15, 13.10
15, 13.56
15, 12.38
15, 11.65
15, 12.43
15, 12.02
15, 11.36
15, 11.18
15, 13.84
15, 13.93
15, 13.54
15, 11.99
15, 11.30
15, 10.92
15, 10.72
15, 10.87
15, 14.06
15, 14.58
15, 12.29
15, 29.36
15, 10.73
15, 10.93
15, 10.44
15, 11.09
15, 12.95
15, 12.89
15, 12.29
15, 10.92
15, 10.80
15, 10.68
15, 10.40
15, 10.76
15, 13.12
15, 13.01
15, 11.80
15, 11.14
15, 10.77
15, 10.58
15, 10.97
15, 10.56
15, 13.07
15, 12.77
15, 12.09
15, 11.35
15, 11.27
15, 10.54
15, 11.26
15, 10.38
15, 12.59
15, 13.06
15, 12.06
15, 11.77
15, 11.02
15, 10.92
15, 10.87
15, 10.56
15, 12.69
15, 12.66
15, 12.07
15, 10.74
15, 10.36
15, 10.79
15, 10.60
15, 10.60
15, 13.56
15, 13.48
15, 11.81
15, 11.23
15, 11.78
15, 11.69
15, 10.70
15, 10.79
15, 12.96
15, 13.04
15, 11.67
15, 11.17
15, 11.34
15, 10.44
15, 11.05
15, 10.54
15, 12.73
15, 12.77
15, 11.70
15, 10.94
15, 11.31
15, 10.53
15, 10.90
15, 10.76
15, 12.99
15, 13.01
15, 11.91
15, 11.10
15, 10.28
15, 11.05
15, 10.86
15, 10.63
15, 12.68
15, 12.90
15, 12.01
15, 11.18
15, 10.73
15, 10.68
15, 10.68
15, 10.71
15, 12.80
15, 12.67
15, 11.86
15, 11.36
15, 10.56
15, 10.64
15, 10.45
15, 10.60
15, 13.08
15, 12.67
15, 11.44
15, 11.25
15, 10.50
15, 10.64
15, 10.78
15, 10.56
15, 12.57
15, 12.51
15, 11.45
15, 10.66
15, 10.44
15, 10.51
15, 10.41
15, 10.35
15, 12.70
15, 12.55
15, 11.75
15, 11.10
15, 18.94
15, 12.51
15, 10.79
15, 10.52
15, 12.52
15, 12.40
15, 11.58
15, 10.96
15, 10.52
15, 10.66
15, 10.51
15, 10.32
15, 12.83
15, 12.62
15, 11.56
15, 11.06
15, 10.89
15, 10.51
15, 10.19
15, 10.51
15, 12.36
15, 12.46
15, 11.62
15, 11.08
15, 10.42
15, 10.55
15, 10.37
15, 10.78
15, 12.85
15, 12.69
15, 11.60
15, 10.68
15, 10.34
15, 10.32
15, 10.32
15, 10.21
15, 12.49
15, 12.68
15, 11.57
15, 11.14
15, 10.51
15, 19.83
15, 11.43
15, 10.92
15, 12.51
15, 10.29
15, 10.17
15, 12.35
15, 12.47
15, 11.58
15, 11.04
15, 10.54
15, 10.36
15, 10.24
15, 10.93
15, 12.91
15, 12.69
15, 11.65
15, 11.21
15, 10.77
15, 10.35
15, 10.22
15, 10.42
15, 12.45
15, 13.27
15, 12.06
15, 11.03
15, 10.56
15, 10.40
15, 10.30
15, 10.23
15, 12.32
15, 12.23
15, 10.86
15, 10.28
15, 10.17
15, 10.33
15, 10.21
15, 10.22
15, 12.36
15, 12.50
15, 11.57
15, 11.02
15, 10.36
15, 10.58
15, 10.63
15, 10.55
15, 12.88
15, 13.37
15, 12.03
15, 17.11
15, 13.00
15, 10.89
15, 10.42
15, 10.34
15, 10.54
15, 10.39
15, 10.92
15, 12.51
15, 12.76
15, 11.89
15, 11.46
15, 10.64
15, 10.68
15, 10.47
15, 10.47
15, 12.44
15, 12.77
15, 11.81
15, 11.53
15, 10.77
15, 10.49
15, 11.41
15, 10.40
15, 12.57
15, 13.38
15, 11.87
15, 10.97
15, 10.40
15, 10.59
15, 10.62
15, 10.40
15, 12.38
15, 13.11
15, 11.82
15, 11.25
15, 10.61
15, 10.68
15, 11.20
15, 11.13
15, 12.61
15, 13.08
15, 11.62
15, 11.15
15, 10.63
15, 10.62
15, 10.34
15, 10.42
15, 12.47
15, 12.67
15, 11.85
15, 11.79
15, 10.94
15, 10.43
15, 10.46
15, 10.28
15, 12.29
15, 12.64
15, 11.65
15, 11.18
15, 10.66
15, 10.49
15, 10.70
15, 10.53
15, 12.59
15, 13.46
15, 11.30
15, 10.75
15, 10.51
15, 10.69
15, 10.69
15, 10.38
15, 12.81
15, 13.09
15, 11.75
15, 11.10
15, 10.61
15, 10.46
15, 10.42
15, 10.40
15, 12.36
15, 12.69
15, 11.77
15, 11.14
15, 10.80
15, 10.62
15, 10.42
15, 10.38
15, 13.75
15, 13.73
15, 11.64
15, 11.17
15, 10.42
15, 10.87
15, 10.30
15, 10.65
15, 12.53
15, 12.56
15, 11.44
15, 10.85
15, 10.35
15, 10.38
15, 10.87
15, 10.81
15, 12.44
15, 12.55
15, 11.54
15, 10.99
15, 10.39
15, 10.40
15, 10.28
15, 10.27
15, 12.37
15, 12.59
15, 11.53
15, 10.97
15, 10.45
15, 10.28
15, 10.25
15, 10.17
15, 12.36
15, 12.48
15, 11.49
15, 11.07
15, 10.45
15, 10.30
15, 10.19
15, 10.27
15, 12.33
15, 12.23
15, 10.86
15, 10.32
15, 10.20
15, 10.33
15, 10.23
15, 10.23
15, 12.38
15, 12.50
15, 11.44
15, 10.98
15, 10.16
15, 10.36
15, 10.24
15, 10.19
15, 12.34
15, 12.48
15, 11.55
15, 10.96
15, 10.47
15, 10.31
15, 10.26
15, 10.23
15, 12.41
15, 12.56
15, 11.61
15, 10.96
15, 10.51
15, 10.38
15, 10.25
15, 10.24
15, 12.42
15, 12.52
15, 11.60
15, 10.65
15, 10.43
15, 10.46
15, 11.59
15, 11.04
15, 12.66
15, 12.66
15, 11.56
15, 10.88
15, 10.51
15, 10.31
15, 10.32
15, 10.43
15, 12.47
15, 12.66
15, 11.52
15, 11.20
15, 10.97
15, 10.48
15, 10.25
15, 10.24
15, 12.45
15, 12.76
15, 11.61
15, 10.91
15, 10.57
15, 10.41
15, 10.42
15, 10.33
15, 12.79
15, 12.73
15, 11.54
15, 10.58
15, 10.20
15, 10.35
15, 10.20
15, 10.28
15, 12.63
15, 12.68
15, 11.71
15, 10.64
15, 10.47
15, 10.32
15, 10.56
15, 10.42
15, 12.57
15, 12.55
15, 11.52
15, 11.02
15, 10.52
15, 10.40
15, 10.23
15, 10.22
15, 12.67
15, 12.88
15, 12.07
15, 11.16
15, 10.60
15, 10.50
15, 10.26
15, 10.27
15, 12.47
15, 12.98
15, 16.66
15, 14.19
15, 12.41
15, 10.61
15, 11.57
15, 10.85
15, 10.41
15, 10.40
15, 10.37
15, 12.35
15, 12.49
15, 11.58
15, 10.99
15, 10.58
15, 10.46
15, 10.36
15, 10.29
15, 12.44
15, 12.60
15, 11.64
15, 10.92
15, 10.39
15, 10.51
15, 10.24
15, 10.36
15, 12.48
15, 12.68
15, 11.64
15, 11.07
15, 10.55
15, 10.34
15, 10.29
15, 10.22
15, 12.39
15, 12.71
15, 11.66
15, 11.66
15, 10.52
15, 10.42
15, 10.23
15, 10.20
15, 12.40
15, 12.56
15, 11.62
15, 11.08
15, 10.66
15, 10.34
15, 10.23
15, 10.20
15, 12.39
15, 12.56
15, 10.90
15, 10.23
15, 10.19
15, 10.41
15, 10.22
15, 10.15
15, 12.44
15, 12.59
15, 11.61
15, 10.96
15, 10.32
15, 10.34
15, 10.30
15, 10.24
15, 12.47
15, 12.52
15, 11.58
15, 11.47
15, 10.92
15, 10.44
15, 10.22
15, 10.30
15, 12.35
15, 12.54
15, 11.60
15, 10.93
15, 10.59
15, 10.35
15, 10.24
15, 10.16
15, 12.54
15, 12.49
15, 11.50
15, 10.80
15, 10.48
15, 10.42
15, 10.26
15, 10.19
15, 12.43
15, 12.46
15, 11.55
15, 10.94
15, 10.48
15, 10.36
15, 10.18
15, 10.18
15, 12.45
15, 12.44
15, 11.52
15, 10.95
15, 10.44
15, 10.38
15, 10.15
15, 10.15
15, 12.40
15, 12.50
15, 11.64
15, 10.99
15, 10.49
15, 10.31
15, 10.19
15, 10.15
15, 12.42
15, 12.54
15, 11.52
15, 10.68
15, 10.26
15, 10.36
15, 10.22
15, 10.29
15, 12.41
15, 12.47
15, 11.57
15, 10.66
15, 10.50
15, 10.32
15, 10.24
15, 10.20
15, 12.38
15, 12.56
15, 11.50
15, 11.54
15, 10.90
15, 10.48
15, 10.27
15, 10.19
15, 12.40
15, 12.56
15, 11.50
15, 10.94
15, 10.48
15, 10.31
15, 10.28
15, 10.20
15, 12.32
15, 12.48
15, 11.45
15, 10.97
15, 10.55
15, 10.37
15, 10.25
15, 10.16
15, 12.40
15, 12.65
15, 11.23
15, 10.40
15, 10.23
15, 10.31
15, 10.29
15, 10.24
15, 12.47
15, 12.61
15, 11.60
15, 10.97
15, 10.50
15, 10.40
15, 10.21
15, 10.28
15, 12.45
15, 12.60
15, 11.68
15, 10.99
15, 10.60
15, 10.36
15, 10.24
15, 10.24
15, 12.47
15, 12.54
15, 11.56
15, 10.71
15, 10.32
15, 10.42
15, 11.31
15, 10.32
15, 10.43
15, 10.26
15, 10.22
15, 12.32
15, 12.56
15, 11.52
15, 11.04
15, 10.48
15, 10.36
15, 10.73
15, 10.22
15, 13.43
15, 13.06
15, 10.93
15, 10.38
15, 10.18
15, 10.32
15, 10.28
15, 10.27
15, 12.24
15, 12.53
15, 11.50
15, 10.78
15, 10.26
15, 10.37
15, 10.25
15, 10.15
15, 12.46
15, 12.56
15, 11.51
15, 10.99
15, 10.45
15, 10.40
15, 10.29
15, 10.28
15, 12.57
15, 12.82
15, 11.69
15, 10.96
15, 10.56
15, 10.36
15, 10.25
15, 10.20
15, 12.45
15, 12.63
15, 11.60
15, 10.76
15, 10.93
15, 10.64
15, 10.33
15, 10.19
15, 12.36
15, 12.62
15, 11.67
15, 10.76
15, 10.38
15, 10.35
15, 10.29
15, 10.23
15, 12.25
15, 12.64
15, 11.54
15, 10.99
15, 10.59
15, 10.36
15, 10.26
15, 10.28
15, 12.34
15, 12.58
15, 11.53
15, 10.98
15, 10.50
15, 10.40
15, 10.26
15, 10.26
15, 12.85
15, 12.96
15, 11.43
15, 10.63
15, 10.38
15, 10.32
15, 10.22
15, 10.21
15, 12.39
15, 12.53
15, 11.47
15, 10.77
15, 10.78
15, 10.33
15, 10.33
15, 10.21
15, 12.39
15, 12.54
15, 11.45
15, 10.95
15, 10.70
15, 15.94
15, 10.41
15, 10.27
15, 10.27
15, 10.44
15, 10.20
15, 12.45
15, 12.58
15, 11.61
15, 10.92
15, 10.44
15, 10.35
15, 10.25
15, 10.25
15, 12.42
15, 12.59
15, 11.47
15, 10.89
15, 10.50
15, 10.59
15, 10.49
15, 10.39
15, 12.27
15, 12.49
15, 11.50
15, 10.70
15, 10.45
15, 10.34
15, 10.19
15, 10.27
15, 12.44
15, 12.55
15, 11.34
15, 10.66
15, 10.25
15, 10.38
15, 10.24
15, 10.68
15, 12.63
15, 12.50
15, 11.52
15, 11.10
15, 10.47
15, 11.00
15, 10.69
15, 10.27
15, 12.36
15, 12.58
15, 11.64
15, 10.94
15, 10.52
15, 10.43
15, 10.24
15, 10.24
15, 12.40
15, 12.58
15, 11.53
15, 11.03
15, 10.58
15, 10.46
15, 10.18
15, 10.22
15, 12.30
15, 12.41
15, 11.35
15, 10.78
15, 10.18
15, 10.35
15, 10.23
15, 10.16
15, 12.36
15, 12.57
15, 11.54
15, 10.64
15, 10.21
15, 10.38
15, 10.19
15, 10.25
15, 12.34
15, 12.55
15, 11.64
15, 10.97
15, 10.49
15, 10.78
